Job Title,Job Description
Devops Engineer,"NTT is a leading global IT solutions and services organisation that brings together people, data and things to create a better and more sustainable future.

In today’s ‘iNTTerconnected’ world, connections matter more now than ever. By bringing together talented people, world-class technology partners and emerging innovators, we help our clients solve some of the world’s most significant technological, business and societal challenges.

With people at the heart of our success, NTT is committed to attracting and growing the best talent and providing an environment where everyone feels they can belong and their contribution matters.


The Engineering function is responsible for all engineering activities within a firm to ensure that business objectives are met. Includes the creation, development, design, and improvement of products, equipment, facilities, services, standards, and procedures in all engineering fields. The DevOps area is responsible for creating combined software development and IT operations practices which shorten the systems delivery life cycle and provide a continuous delivery platform. area complements the efficiencies of Agile software development methods. The Multi-Focus attribute is typically reserved for roles that either: (1) are fully described by their area or function description; or (2) span multiple disciplines, products, or focuses of expertise. This job family is in the professional level category and works independently with flexibility and authority over daily work priorities. Incumbents in this job level category may provide work direction to other employees but would not typically have the authority to discipline or reward other employees. There are different levels available that provide clarity on contribution expectations based on knowledge, application, problem solving, and collaboration.


The DevOps Engineer consults with internal clients about the software technology environment with medium to high complexity. They translate business requirements into technology terms and develop more complex algorithms and programming code for software solutions. The primary objective of the DevOps Engineer is to design, test, implement and maintain software code that enables computer systems to perform specific tasks. They assist with determining how technology can be applied to meet client needs.

The individual in this role will participate in the planning, design, build, test, and implementation of the assigned enterprise applications and/or systems. They will be required to perform most of the tasks defined in the planned agile epic workload or the project, gathering facts, analyzing client requirements, and then designing, building, and supporting solutions that demonstrate the functionality to support the findings."
Devops Engineer,"Company Overview

At Motorola Solutions, we believe that everything starts with safety. It’s the constant that empowers people to confidently move forward. It can fill a flight or sell out a stadium. It can care for a patient or graduate a class.

As a global leader in public safety and enterprise security, we create and connect the technologies that help to keep people safe where they live, learn, work and play. Our integrated technology ecosystem unifies critical communications, video security and access control, and command center software, enabling collaboration in more powerful ways.

At Motorola Solutions, we’re ushering in a new era in public safety and security. Bring your passion, potential and talents to a career that matters.



The NexGen Core Services (NGCS) team is part of Motorola Solutions’ Software Enterprise division, which offers secure, reliable and efficient team communications, workflow and operational intelligence solutions for mission critical public safety and enterprise markets. Motorola Solutions VESTA NEXT Routing Services is a portfolio of products and services that deliver the critical elements to enable and operate a NextGen Core Services (NGCS) solution. The call and multimedia routing subsystem technology is known as VESTA® Router. VESTA Router is responsible for receiving the incoming emergency calls, voice, SMS and multimedia, in an NENA i3 SIP format from the originating service provider (OSP), and route them to the proper public safety answering point (PSAP). The VESTA NEXT NG9-1-1 Call Routing Service is specifically designed and engineered to provide a scalable solution that accommodates both legacy and Next Generation call routing.



As a software engineer on this team, you will be a key contributor to platform automation & development activities. Our teams are developing services, tools, and processes to support other Motorola Solutions' engineering teams as well as deliver solutions to our customers. You will be working on a high-velocity, results-oriented team that leverages cutting-edge technologies and techniques. The right individual will be motivated and will have a passion for automation, deployment processes and enabling innovation. Your efforts will help to shape the engineering culture and best practices across Motorola Solutions’ Software Enterprise organization.





Job Description

As a software engineer on this team, you will be a key contributor to platform automation & development activities. Our teams are developing services, tools, and processes to help other Motorola Solutions' engineering teams as well as deliver solutions to our customers. You will be working on a high-velocity, results-oriented team that leverages cutting-edge technologies and techniques. The right individual will be motivated and will have a passion for automation, deployment processes and enabling innovation. Your efforts will help to shape the engineering culture and best practices across Motorola Solutions’ Software Enterprise organization.





Duties will include:

Design and implementation of the continuous integration/continuous delivery (CI/CD) pipeline into multiple public/private cloud regions

Network, cloud and security design and implementation of core services used by our Public Safety cloud solutions

Support cloud platform operations including issue troubleshooting and resolution

Define and meet scalability, availability, security, and performance goals

Rapidly build and evolve major features in association with product management

Research and experiment with key technologies, architectures, and standards

Attend daily stand-up meetings, associations with peers, prioritize features, and work with a sense of urgency to deliver value to customers

Assist in reviews and audits conducted at various points in the software life cycle

Qualifications:

Bachelor's degree or equivalent with 2+ years of combined experience in Network Engineering, Cloud Engineering, or Software Engineering

Knowledge of VMWare technologies such as ESXi, NSX-T, VMware Cloud Director

Previous experience with L3/L4 networking (load balancers/firewalls)

Experience with monitoring tools

Experience with GitHub

Experience with web infrastructure and distributed systems; Background on services and cloud computing (Microsoft Azure or Amazon Web Services) a plus

Familiarity with Public Safety systems a plus

Solid coding and service development skills, with experience in at least one of the following toolsets or languages: Shell, Python

Develop quality scalable, tested and reliable applications using industry best practices

Ability to work in a fast paced, evolving, growing and agile environment

Strong level of curiosity and interest to learn

Excellent communications skills and the ability to present complex topics to nontechnical audiences

Self motivated and able to maintain focus in a pressured environment



VMWare vSphere

IaaC tools such as Terraform, Ansible

Linux Administration and Scripting

Build automation tools in Python, Shell etc.

Networking, Firewalling

CI/CD

Nice to have Skills:

Experience in designing and/or managing virtualized datacenters

VMWare certification (DCV, NV etc)

Disaster recovery tools such as Veeam

Knowledge of Kubernetes and Helm



None



None



Experienced



Yes"
Devops Engineer,"Responsibilities

Building and setting up new development tools and infrastructure.
Understanding the needs of stakeholders and conveying this to developers.
Working on ways to automate and improve development and release processes."
Devops Engineer,"Skills And Experience

5+ years’ experience in supporting highly customer-focused mission critical environments (e.g. high profile websites or enterprise infrastructure) essential.

2+ years’ experience of engineering, architecting, or supporting AWS solutions.

Excellent O/S knowledge and experience in Linux or Windows with basic knowledge of the other. MCSE/RHCE or equivalent level of knowledge preferred.

Experience of implementing and supporting AWS based instances and services (e.g. EC2, S3, EBS, ELB, RDS, IAM, Route53, Cloudfront, Elasticache, WAF etc.).

Hold a number of current AWS Associate and Professional level Certifications

Experience of building and maintaining scalable and auto-scaled environments using automation and configuration management tools (e.g. Cloudformation/Terraform and Ansible) beneficial or can be gained.

Scripting ability in one or more of Python, Powershell, Bash, Perl

Experience of using Git for version control useful

Experience of working with or supporting containerized environments (ECS/EKS/Kubernetes/Docker)

Experience of Jenkins or other CI/CD pipeline technology useful or can be gained.

Good knowledge of TCP/IP.

A degree in a computing-related discipline preferred or equivalent ability and knowledge.

Excellent written and verbal communication skills.

Experience working in an ITIL environment beneficial.

Desire to continually grow, develop and improve.

Must be independent, self-motivated, a self-starter and possess a good working attitude

Client focused and results driven

Able to implement supportable solutions and make the complex simple."
Devops Engineer,"DevOps Engineer/SRE - SDE 1 (3-5 Yrs)
Location: At Insyncai Bangalore, India

Job Description
DevOps engineer is an Individual Contributor role at Insyncai. In this role you will own multiple hats to help improve overall security, stability, scale, maintainability and monitoring aspect of Insyncai’s development and production systems and processes. You should have strong hands-on technical skills in CICD, automation, monitoring and cloud management areas."
Devops Engineer,"Requirements

Comfortable deploying applications on AWS, and have a strong working knowledge of EC2 RDS and S3
Good command of Linux environment."
Devops Engineer,"Devops Engineer
Location: Remote
Notice Perod: 15-30 days
Exp- 3-7 yrs
Job Descripition: Candidate should have Exp with Python,Kafka Docker, Kubernetes, Linux, Ansible, Git (CI/CD), Mysql, Mongodb, Redis, Shellscript, Python Script."
Devops Engineer,"Job Description

We're looking for a highly-skilled Devops/SRE Engineer to join our SRE team. As a member of our team, you will work closely with the team to develop products, brainstorm ideas and solve problems.





(ref:hirist.com)"
Devops Engineer,"Skills And Experience

5+ years’ experience in supporting highly customer-focused mission critical environments (e.g. high profile websites or enterprise infrastructure) essential.

2+ years’ experience of engineering, architecting, or supporting AWS solutions.

Excellent O/S knowledge and experience in Linux or Windows with basic knowledge of the other. MCSE/RHCE or equivalent level of knowledge preferred.

Experience of implementing and supporting AWS based instances and services (e.g. EC2, S3, EBS, ELB, RDS, IAM, Route53, Cloudfront, Elasticache, WAF etc.).

Hold a number of current AWS Associate and Professional level Certifications

Experience of building and maintaining scalable and auto-scaled environments using automation and configuration management tools (e.g. Cloud formation/Terraform and Ansible) beneficial or can be gained.

Scripting ability in one or more of Python, PowerShell, Bash, Perl

Experience of using Git for version control useful

Experience of working with or supporting containerized environments (ECS/EKS/Kubernetes/Docker)

Experience of Jenkins or other CI/CD pipeline technology useful or can be gained.

Good knowledge of TCP/IP.

A degree in a computing-related discipline preferred or equivalent ability and knowledge.

Excellent written and verbal communication skills.

Experience working in an ITIL environment beneficial.

Desire to continually grow, develop and improve.

Must be independent, self-motivated, a self-starter and possess a good working attitude

Client focused and results driven

Able to implement supportable solutions and make the complex simple."
Devops Engineer,"All About Zeta Suite

Zeta is the world’s first and only Omni Stack for banks and fintechs. We are rethinking payments from core to the edge, led by the vision to augment the purpose of money and banking with technology. A single, modern software stack comprising processing, loans, customizable mobile and web apps, a fraud engine, and rewards for retail banking.

We are a new-age, high-growth startup (& a unicorn!) founded in 2015 by two visionary leaders, Bhavin Turakhia & Ramki Gaddipati , whose entrepreneurial legacy & excellence has put us on top of the global fintech ecosystem. Zeta counts amongst its customers over 10 banks and 25 fintechs across 8 countries - some of our notable clients include Sodexo - a leading issuer of employee benefits & rewards with over 30 million global users, and HDFC Bank - the 14th largest bank by market cap in the world. Learn more about our manifesto & beyond .





At Zeta, we want you to grow to be the best version of yourself by unlocking the great potential that lies within you. This is why our core philosophy is We recognize your aspirations; act as enablers by bringing you the right opportunities, and let you grow as you chase disruptive goals.

You get to work with some of the best minds in the industry and experience a culture that values the diversity of thoughts. If you want to push boundaries, learn continuously and grow to be the best version of yourself, Explore the life at zeta


At Zeta, we are committed to equal employment opportunities regardless of job history, disability, gender identity, religion, race, marital/parental status, or another special status. We are proud to be an equitable workplace that welcomes individuals from all walks of life if they fit the roles and responsibilities."
Devops Engineer,"Implement integrations requested by customers

Deploy updates and fixes

Provide Level 2 technical support

Build tools to reduce occurrences of errors and improve customer experience

Develop software to integrate with internal back-end systems

Perform root cause analysis for production errors

Investigate and resolve technical issues

Develop scripts to automate visualization

Design procedures for system troubleshooting and maintenance



Work experience as a DevOps Engineer or similar software engineering role

Good knowledge of Ruby or Python

Working knowledge of databases and SQL

Problem-solving attitude

Team spirit"
Devops Engineer,"Job Description

Roles and Responsibilities :

Key Skills : Azure, GCP, Docker and Kubernetes







(ref:hirist.com)"
Devops Engineer,"Exp: 5-8 years; Job Description Qualifications/Requirements 5-8 years of experience Bachelors Degree in Computer Science, Technology or Engineering, with a successful DevOps professional experience. More than qualifications below, what matters is mindset! Strong advocate of DevOps best practices. Strong collaboration, leadership and influencing skills to drive transformation. Excellent oral and written communication skills to document and help in decision process. Experience with CI/CD tools e.g. Jenkins, Azure DevOps. Experience with Linux and at least one scripting/programming language e.g. Python. Experience with Git and SCM branching strategies. Preferred experience with at least one cloud environment e.g. Azure, AWS. Preferred experience with virtualization, containers e.g. Hypervisor, Docker, Kubernetes. Preferred experience with Infrastructure-as-Code e.g. Terraform, Ansible, Puppet, Chef. Preferred experience with code scanners, SAST, DAST e.g. SonarQube, WhiteSource, Rapid 7. Preferred experience with Agile software development, project management methodologies. Preferred knowledge of FW and SoC development e.g. embedded C , ARM arch. Preferred knowledge of test automation frameworks e.g. Cucumber, TestComplete. Keyskills Essential Responsibilities Contribute to DevOps Platform architecture and influence DevOps roadmap application and infrastructure planning, testing and development. Work closely with product teams to find the right tradeoff between the business-specific needs and state-of-the-art CI/CD best practices. Execute and automate operational processes fast, accurately and securely. Provide solutions to increase visualization, reduce occurrences of errors and improve customer experience. Contribute to the creation and application of guidelines for consistent and consolidated approaches. Act as a mentor for the product teams and for DevOps junior peers. Advocate DevOps and follow-up on priorities and DevOps maturity/KPIs of product teams. Work on Agile User Stories outcome-based deliverables using Agile methodology and value streams. Be proactive and spawn temporary working groups for specific topics. Collaborate with peers in all GE Renewable Energy businesses around the globe. Preferred knowledge of monitoring systems e.g. Prometheus, Splunk"
Devops Engineer,"Exp: 5-8 years; Job Description Qualifications/Requirements 5-8 years of experience Bachelors Degree in Computer Science, Technology or Engineering, with a successful DevOps professional experience. More than qualifications below, what matters is mindset! Strong advocate of DevOps best practices. Strong collaboration, leadership and influencing skills to drive transformation. Excellent oral and written communication skills to document and help in decision process. Experience with CI/CD tools e.g. Jenkins, Azure DevOps. Experience with Linux and at least one scripting/programming language e.g. Python. Experience with Git and SCM branching strategies. Preferred experience with at least one cloud environment e.g. Azure, AWS. Preferred experience with virtualization, containers e.g. Hypervisor, Docker, Kubernetes. Preferred experience with Infrastructure-as-Code e.g. Terraform, Ansible, Puppet, Chef. Preferred experience with code scanners, SAST, DAST e.g. SonarQube, WhiteSource, Rapid 7. Preferred experience with Agile software development, project management methodologies. Preferred knowledge of FW and SoC development e.g. embedded C , ARM arch. Preferred knowledge of test automation frameworks e.g. Cucumber, TestComplete. Keyskills Essential Responsibilities Contribute to DevOps Platform architecture and influence DevOps roadmap application and infrastructure planning, testing and development. Work closely with product teams to find the right tradeoff between the business-specific needs and state-of-the-art CI/CD best practices. Execute and automate operational processes fast, accurately and securely. Provide solutions to increase visualization, reduce occurrences of errors and improve customer experience. Contribute to the creation and application of guidelines for consistent and consolidated approaches. Act as a mentor for the product teams and for DevOps junior peers. Advocate DevOps and follow-up on priorities and DevOps maturity/KPIs of product teams. Work on Agile User Stories outcome-based deliverables using Agile methodology and value streams. Be proactive and spawn temporary working groups for specific topics. Collaborate with peers in all GE Renewable Energy businesses around the globe. Preferred knowledge of monitoring systems e.g. Prometheus, Splunk"
Devops Engineer,"Responsibilities

Run the production environment by monitoring availability and taking a holistic view of system health
Build software and systems to manage platform infrastructure and applications"
Devops Engineer,"About Company

GEVME is a Singapore based fast growing leading virtual hybrid event and engagement platform for building unique experiences. It is used by event professionals worldwide to build, operate and monetise virtual events for some of the biggest brands. The flexibility of the platform provides them with limitless possibilities to turn any virtual event idea into reality. We have already powered hundreds of thousands of events around the world for clients like Facebook, Netflix, Starbucks, Forbes, MasterCard, Singapore Government.

We are a product company with a strong engineering and family culture; we are always looking for new ways to enhance the event experience and empower efficient event management. We're on a mission to groom the next generation of event technology thought leaders as we grow.


We are looking for an experienced DevOps (Development Operations) professional to join our growing organisation. In this position, you will manage infrastructure projects, security and processes. A keen attention to detail, problem-solving abilities, and solid knowledge base are essential.





,

This job is provided by Shine.com"
Devops Engineer,"Our Technology team is the backbone of our company: constantly creating, testing, learning and iterating to better meet the needs of our customers. If you thrive in a fast-paced, ideas-led environment, you’re in the right place.

Why This Job’s a Big Deal

As Priceline expands further into the global market, we are rapidly scaling our world-class Technology organization. We are striving to enhance the performance and reliability of our site as well as our ability to quickly deploy new features to customers. To help us be more successful, we are creating a new team that bridges the Operations and Application Development teams. This team will collaborate with the Infrastructure and Technology Operations Team but will embed with one or more of our product development teams to further our DevOps culture.

As a member of the DevOps team, you will work alongside Developers, SDETS, program managers, product owners, as well as the central infrastructure/operations teams to help Development teams deliver features faster than ever. You will collaborate closely to help build new resources, help manage the product’s operational responsibilities, work on projects and initiatives, create new patterns and facilitate communications with the central platform teams. You will work with members of your team to assure that solutions are consistent and meet standards.







WE ARE PRICELINE.

Our success as one of the biggest players in online travel is all thanks to our incredible, dedicated team of talented employees. Priceliners are focused on being the best travel deal makers in the world, motivated by our passion to help everyone experience the moments that matter most in their lives. Whether it’s a dream vacation, your cousin’s graduation, or your best friend’s wedding - we make travel affordable and accessible to our customers.

Our culture is unique and inspiring (that’s what our employees tell us). We’re a grown-up, startup. We deliver the excitement of a new venture, without the struggles and chaos that can come with a business that hasn’t stabilized.

We’re on the cutting edge of innovative technologies. We keep the customer at the center of all that we do. Our ability to meet their needs relies on the strength of a workforce as diverse as the customers we serve. We bring together employees from all walks of life and we are proud to provide the kind of inclusive environment that stimulates innovation, creativity and collaboration.

Priceline is part of the Booking Holdings, Inc. (Nasdaq: BKNG) family of companies, a highly profitable global online travel company with a market capitalization of over $80 billion. Our sister companies include Booking.com, BookingGo, Agoda, Kayak and OpenTable.

If you want to be part of something truly special, check us out!



When we return to the office we will be in a fully flex mode, meaning you decide when to come to the office when it makes sense for you to do so - no minimum number of days in the office. Until then we are all working from home and will return to our flex mode when it is safe to do so.

Diversity and Inclusion are a Big Deal!

To be the best travel dealmakers in the world, it’s important we have a workforce that reflects the diverse customers and communities we serve. We are committed to cultivating a culture where all employees have the freedom to bring their individual perspectives, life experiences, and passion to work.

Priceline is a proud equal opportunity employer. We embrace and celebrate the unique lenses through which our employees see the world. We’d love you to join us and add to our rich mix!



We're excited that you are interested in a career with us. For all , please use the internal portal to find jobs and apply.

External candidates are required to have an account before applying. When you click Apply, returning candidates can log in, or new candidates can quickly create an account to save/view applications."
Devops Engineer,"Job Description : As a Devops Engineer you will work broadly across the software development lifecycle. We are a close-knit and high performant team. Skills include deploying on AWS using Docker, ECS via CI/CD cloud frameworks and DataDog. Responsibilities Collaborate with development teams working on mobile apps. Write and maintain infrastructure-as-code on AWS Configure, secure, and optimize deployments of EC2, ECS, RDS, VPC, S3, LB, Cloudfront, API Gateway, ELB, Lambda, and more. Proactively monitor performance and stability of our cloud platform serving a global Ensure 24X7 security for all cloud related services. Automate all aspects of the software development lifecycle with a focus on agility Requirements 3+ years working with AWS to serve live, customer-facing applications Demonstrable Python skills (or another high-level language) Excellent written and verbal communication, and a collaborative approach. This is a team-player role. Solid Linux system administration, troubleshooting and performance analysis skills Good to have Skills Experience managing highly-available, customer-facing environments on AWS or another cloud PaaS Troubleshooting and performance tuning of microservice deployments Linux containers and/or serverless application models Experience with operations – incident triage, response, and analysis We love generalists. You should have hands-on skills with at least 50% (75% for Senior level) of the following: Apache, Nginx, Memcached, Redis, ElasticSearch, CDNs, Hadoop, Docker, AWS Lambda, Vagrant, Network Analysis Tools, Linux, NFS, Glusterfs, AWS APIs and CLI Tools, EC2 Autoscaling, Ruby, Python, Bash, Jenkins, Haproxy, Git, SVN, DNS, HTTP Headers, HTTP Caching, SSL, RESTFUL APIs, MySQL, PostgreSQL, RDS, Nagios, Graphite, Cassandra, MongoDB, Puppet/Chef/Ansible/Saltstack Professional software development experience is a plus Skills:- DevOps, System Administration and network administration"
Devops Engineer,"Looking for someone who breathes and speaks infrastructure and automation.

We want to setup an internal PaaS which achieves single click deployments, 100 percent uptime, full application monitoring and ability to do 100 Deployments per day if needed and finally should be cloud agnostic. This is the opportunity and someone who can do this under 6 months is our guy. About Chalo: Chalo is a free app that tracks ‍‍‍buses live and tells you what time your bus will reach your stop. Now you never have to wait at a bus stop ever again. Transport is fast becoming a fundamental need - like water or air. More people are travelling more and more every day. Yet, only around 15% of Indians can afford their own car, private taxi or a two-wheeler. The remaining 85% depend on public transport. Moreover, with growing traffic and congestion it’s becoming increasingly clear that private transport is causing more problems that it is solving; and a small but significant (and growing) segment are outright rejecting car ownership, even if they can afford it. At Chalo, our core purpose is to make travel better for everyone, and we believe that our cities, our health and our lives will be better when we improve the way we travel. We have begun our journey by focusing on bus travel - making it easier for those that rely on it, and also for those that are choosing it. Buses, as a mode of transport, form the core architecture of any city's transport system. They also offer the largest improvement areas and the largest opportunity to create an impact, with 2 out of 3 public transport users depending on buses for their travel. We welcome a conversation with anyone who shares our vision and values, and especially those who wish to offer a counter-point :-) Chalo! Skills:- DevOps, Puppet, Ansible and Chef"
Devops Engineer,"Want to be a part of our team?

The Engineering function is responsible for all engineering activities within a firm to ensure that business objectives are met. Includes the creation, development, design, and improvement of products, equipment, facilities, services, standards, and procedures in all engineering fields. The DevOps area is responsible for creating combined software development and IT operations practices which shorten the systems delivery life cycle and provide a continuous delivery platform. area complements the efficiencies of Agile software development methods. The Multi-Focus attribute is typically reserved for roles that either: (1) are fully described by their area or function description; or (2) span multiple disciplines, products, or focuses of expertise. This job family is in the professional level category and works independently with flexibility and authority over daily work priorities. Incumbents in this job level category may provide work direction to other employees but would not typically have the authority to discipline or reward other employees. There are different levels available that provide clarity on contribution expectations based on knowledge, application, problem solving, and collaboration.



understanding with current hands-on experience on the following technical skills.


Good understanding on principles and concepts around


Candidate should possess the following soft skills"
Devops Engineer,"ALIQAN is hiring for one of it's client based in Gurgaon, Haryana, India.

The Role

Your Responsibilities Will Include"
Devops Engineer,"Job Description

We aspire to build a set of radically disruptive experiences for our audience, providing the opportunity to help fulfill aspirations and meet the potential of our users. You will help transform a young start-up with a dynamic vision and enthusiasm for bridging gaps with technology by building user-impacting products and deeply meaningful experiences and digital interactions.

We are looking for a DevOps engineer, who has a great passion & understanding of cloud technologies. One who is willing to take the challenges of our rapid exponential growth of infrastructure and stack head on.





(ref:hirist.com)"
Devops Engineer,"Join Our Team

Together, we’re helping enterprises realize the true value of their data.

Some of the world’s largest enterprises rely on Infoworks to migrate and modernize their cloud data environments. That’s why we’re a fast-growing enterprise software company looking for individuals passionate about solving our customers’ real-world problems. We’re a diverse team, globally distributed team. Our collaborative nature results in high-quality innovation. Everyone is unique and we all work together to make success happen. If you are interested in developing, selling, marketing, and supporting the kind of enterprise software that you can be proud of, the kind of software product that solves real data engineering challenges in real production environments, then join our team!

The Opportunity

We are looking looking for exceptionally talented Software Development Engineer in Test who can lead to deliver continuous improvement to the quality of our Big-Data enterprise products. You will do this through your skills to write complex test cases and deep understanding of automation tools, testing methodologies, and CI/CD (continuous integration and deployment) processes.

Who You Are


What You'll Do





Infoworks software automation enables some of the world’s largest enterprises to harness the power of their data by enabling better, faster, lower-cost migration to the cloud. Our software accelerates cloud migration of data, metadata and workloads - moving data to the cloud 3 to 5 times faster and at 1/3 the cost of legacy approaches. At the same time, Infoworks modernizes the cloud data platform so data is agile and scalable to run new analytics use cases faster and better. Visit https://www.infoworks.io/resources/ for more information on our product and use cases.

Founded in 2014 and headquartered in Palo Alto, we are funded by Centerview Capital Technology, Nexus Venture Partners, and Knoll Ventures.

Candidate Tip

Add ""apps.bamboohr.com"" to your email contact list so you make sure to receive emails from Infoworks regarding your application."
Devops Engineer,"Company Introduction (remote Profile)

NEST [NESTECH]

NEST works with a range of international clientele in the development of bespoke software solutions. NEST specializes in data and direct engagement structures, digital marketing, data with blockchain security and much more.

NEST founders have had decades in the visual arts, architecture, sculpture as well as inking the human canvas. More mundanely, from fifteen countries our formal training is in law, philosophy, international logistics and technology. There are currently NEST branch offices in England, Singapore, USA and India. What happened yesterday isnt important. We believe what you privately achieve tomorrow is.







Competitive Salary

Flexible Hours

Paid Vacations

Fun & Creative Environment / Projects

Quarterly Performance Reviews

Generous Bonus Schemes

Oversea Working Placements

Dynamic International Clientele

Multiple Learning Opportunities

Control And Work On Full Product Life-Cycle

Research and Implement Multiple New Technologies"
Devops Engineer,"Exp: 0-3 years; DevOps Engineer Requirements Good understanding and knowledge of cloud infrastructure (AWS, GCP, etc). Hands-on experience with Docker, Kubernetes, or ECS. Hands-on Experience in Jenkins & AWS Native CI/CD implementation using code. Experience in Cloud operational automation using Python, Shell script, AWS CLI, AWS Systems Manager, AWS Lambda, etc. Understanding of DevOps practices which involves Continuous Integration, Delivery, and Deployment. Automated build/test principles and frameworks including Ansible, Jenkins, Git, and Jira. Experience writing scripts in Python / NodeJs is a plus. Knowledge of above all Terraform."
Devops Engineer,"Quadeye is one of the largest India-based proprietary trading firms. Since inception, we have consistently grown at a handsome rate and have a distinct track record of success behind us. We run a stable business spread globally across various asset classes. Our greatest strength is our work culture which takes a collaborative and non-hierarchical approach against an opposing prevalence in the industry. We strive as one team to stay ahead of the competition all the time.

We are looking to hire a Devops Engineer to manage and administer the Linux computing systems hardware, software and storage infrastructure that allow our trading strategies to run 24/7. The aim is to support and manage the trading infrastructure for uniquely customized systems of Quadeye."
Devops Engineer,"Skills And Experience

5+ years’ experience in supporting highly customer-focused mission critical environments (e.g. high profile websites or enterprise infrastructure) essential.

2+ years’ experience of engineering, architecting, or supporting AWS solutions.

Excellent O/S knowledge and experience in Linux or Windows with basic knowledge of the other. MCSE/RHCE or equivalent level of knowledge preferred.

Experience of implementing and supporting AWS based instances and services (e.g. EC2, S3, EBS, ELB, RDS, IAM, Route53, Cloudfront, Elasticache, WAF etc.).

Hold a number of current AWS Associate and Professional level Certifications

Experience of building and maintaining scalable and auto-scaled environments using automation and configuration management tools (e.g. Cloudformation/Terraform and Ansible) beneficial or can be gained.

Scripting ability in one or more of Python, Powershell, Bash, Perl

Experience of using Git for version control useful

Experience of working with or supporting containerized environments (ECS/EKS/Kubernetes/Docker)

Experience of Jenkins or other CI/CD pipeline technology useful or can be gained.

Good knowledge of TCP/IP.

A degree in a computing-related discipline preferred or equivalent ability and knowledge.

Excellent written and verbal communication skills.

Experience working in an ITIL environment beneficial.

Desire to continually grow, develop and improve.

Must be independent, self-motivated, a self-starter and possess a good working attitude

Client focused and results driven

Able to implement supportable solutions and make the complex simple."
Devops Engineer,"Technologies you will work with

Cloud-based infrastructure like AWS, GCP

Docker Orchestration tools like Kubernetes, chef, terraform etc

Docker, Jenkins

Monitoring tools like Prometheus, grafana, pingdom, opsgenie etc

Scripting bash or python

Source Control (Git), Bitbucket, AWS Codecommit etc

Key duties and responsibilities

Build & maintain orchestration of infrastructure using tools like Kubernetes,

Terraform, chef etc.(Infrastructure as a code)

Work with cloud platforms, good experience with AWS.

Writing automation scripts

Support Developers in setting up the infrastructure.

Learn & evaluate new technology options



5+ years of relevant work experience

BS or higher degree in Computer Science or relevant fields

Experience of building out of cloud-based infrastructure

Monitoring



WebShar offers a very competitive salary depending on experience

24 days paid vacation each year (CL, PL, SL), earned at a rate of 2 days per month.

MacBook Pro

Flexible time / and availability to work from home from time to time

Medical insurance

Team outing and lunches"
Devops Engineer,"The Development Operations (DevOps) Engineer will be responsible for supporting the Product Development, Architecture and Program Management organizations in developing tools to build, deploy, execute and automate infrastructure and software applications for both proprietary and third party hosted environments.

This role assumes full accountability for delivery of innovative technical solutions, allowing speed and ease of delivery. The Development Operations Engineer will provide outstanding customer service, technical knowledge, and accurate and timely deliverables, including advanced troubleshooting, support, proper scoping, resource documentation and timely communication of deliverables.

The Development Operations Engineer will be able to provide expert knowledge and support of deployment, delivery and automation phases of the information life cycle. This individual must be able to collaborate with Product Development, IT to deliver reliable, well-designed solutions for all products.




4+ years’ work experience supporting, deploying and building software packages

B.S. Engineering / C.S. degree desirable or related experience.








Consilio, LLC is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status."
Devops Engineer,"Job Description

Relevance Lab is a specialist IT services company with re-usable technology assets in the area of DevOps, Cloud, Automation, Digital, Service Delivery and Supply Chain Analytics that help global organizations achieve frictionless business by transforming their traditional Infrastructure, Applications and Data. In the changing technology landscape and consumer preferences, Relevance Lab enables global organizations to adopt ""asset lite"" growth model by leveraging Cloud (IAAS, PAAS, SAAS) to shift Capex to Opex; Automation to improve efficiency and reduce costs; Build an end-to-end ecosystem connecting Digital Products to backend ERP platforms; Agile Analytics to provide real time business insights and improve customer experience. Relevance Lab has invested in a unique IP based DevOps product ""RL Catalyst"".

Incorporated in 2011 and headquartered in Singapore, Relevance Lab has specialized IT professionals across its offices spread across India, US and Canada.

Relevance Lab | Driving Frictionless Business

We are hiring for Devops Engineer




(ref:hirist.com)"
Devops Engineer,"We are looking for a DevOps Engineer with 4+ years of experience. The ideal candidate should be self-motivated, go-getter, out-of-the-box thinker, and ready to work in a high-energy environment. He/she must demonstrate a high level of ownership, integrity, and leadership skills; should be flexible and adaptive with a strong desire to learn & excel.









We are a dynamic company that believes in designing transformation solutions for our customers with our ability to unify quality, reliability, and cost-effectiveness at any scale. Our core work culture focuses on adding material value to client products by leveraging best practices in DevOps like continuous integration, continuous delivery, and automation, coupled with disruptive technologies like cloud, containers, serverless computing, and microservice-based architectures.

Here are some of the perks of working with Opcito:"
Devops Engineer,"We are seeking a talented DevOps Engineer with at least 3 years of experience in Docker, Kubernetes, AWS, and Azure to join our team. The ideal candidate should have experience in automating and managing infrastructure using these tools and technologies, as well as working collaboratively with cross-functional teams."
Devops Engineer,"About Client

We are hiring for Client in India.

Our client have development centres based in Mumbai (Worli & Airoli) and Bangalore with an employee strength of 1500+."
